"ID","hydro_year","SPEI-12 Hydro avg","SPEI-12 September","SPEI-12 December","SPEI12anual_est","SPEI12sep_est","SPEI12dic_est"
"UL","2017","-0.519763309323947","-0.374889549586676","-0.573255343261629","-0.662595709270027","-0.457892591876885","-0.643684178531039"
"UP","2017","0.110197535134565","0.302057996698443","0.22188940425618","0.0524733490578715","0.229283048800164","0.145424628872952"
"UQ","2017","0.479430261995553","0.692467810932939","0.458182150286253","0.471589712595156","0.625591619080737","0.379923677756914"
"LL","2018","-0.564856723615259","-0.406858879435176","-0.954856810718622","-0.713781279893538","-0.490344950765273","-1.02238891100726"
"LP","2018","-0.517010882978194","-0.429219799163208","-0.674042875125093","-0.659471427923832","-0.513043724731678","-0.743706632704627"
"LQ","2018","-0.999422272754971","-1.58359922294244","-1.50635078626672","-1.20705698224641","-1.68486482737556","-1.56969649832864"
"ML","2018","-0.808868175358701","-0.920188973660686","-1.05054927068151","-0.990758873904776","-1.01143102060037","-1.11735496994759"
"MP","2018","-0.624926968155761","-0.55747546065343","-0.754386712843588","-0.781967062509956","-0.643237218804676","-0.823440580721283"
"UL","2018","-0.974119930284805","-1.06907649773843","-1.13314558127327","-1.1783362730741","-1.16256810693505","-1.1993242923263"
"UP","2018","-0.760368674533498","-0.812125684170983","-0.934884216008891","-0.935707051732779","-0.9017349878778","-1.00256792817192"
"UQ","2018","-0.331020822497602","-0.23783383774274","-0.492162415273707","-0.44835396153507","-0.318766086268519","-0.56320682658574"
"LL","2019","-2.14080698333323","-2.84335095903114","-2.79811916498587","-2.50264367999522","-2.96365032721423","-2.85165906923832"
"LP","2019","-1.87454988274909","-2.0805472595618","-2.20858053005243","-2.20041503219494","-2.1893213208234","-2.26659561936565"
"LQ","2019","-1.86699696410297","-2.22194247914595","-2.07340253879448","-2.19184170819962","-2.33285290039646","-2.13244376361634"
"ML","2019","-1.6470878886849","-1.79879448533159","-1.96473766206671","-1.94222274083011","-1.90331150483888","-2.02460376146701"
"MP","2019","-1.70890548572695","-1.91497015614921","-2.14321960956913","-2.0123919446684","-2.0212424899843","-2.2017308533285"
"UL","2019","-1.77192944118035","-1.79706579198263","-2.08490340681392","-2.08393048690415","-1.90155669242228","-2.14385732859965"
